id,area,gender,age,lots_of_jobs,high_PoL,good_city_culture,places_for_visitors,quality_education,public_crisis_support,good_for_kids,places_for_disadvantaged,quality_of_healthcare,safe_at_night,safe_from_accidents,safe_drinking_public_water,air_pollution_problem,good_public_transport,nice_close_places,close_groceries,easy_city_info,gov_address_citizen_issues,admin_transparent,friends_come_over_lots,lots_volunteer_activities,health_score,city_pride,happy_score,education,household_income,occupation,marital_status,religion
196,Seoul,female,52,5,2,2,2,4,4,4,5,4,2,4,4,2,2,NA,2,2,NA,NA,3,2,4,3,3,7,3,9,2,8
197,Seoul,male,55,4,2,3,3,4,NA,4,4,3,2,3,3,2,1,4,4,2,3,NA,4,NA,2,2,4,7,2,2,2,1
198,Seoul,female,71,2,2,2,2,4,3,2,4,3,2,4,5,4,2,4,2,2,3,4,4,4,4,2,3,7,4,6,2,2
199,Seoul,female,77,2,NA,4,4,NA,3,2,4,NA,2,2,2,3,2,4,4,NA,NA,NA,4,2,2,3,2,1,2,10,4,5
200,Seoul,female,38,2,1,3,4,3,3,3,5,NA,4,4,3,2,4,4,3,3,4,4,4,3,3,3,NA,4,2,9,2,8
201,Seoul,female,46,3,1,4,4,4,4,5,4,3,3,4,4,2,3,3,4,4,3,4,3,3,3,3,3,4,3,9,2,2
202,Seoul,female,39,2,1,3,3,3,4,3,4,3,3,4,3,2,2,3,2,2,3,2,2,NA,2,2,1,7,3,3,2,8
203,Seoul,female,35,2,2,3,3,4,4,5,5,3,3,3,4,2,2,2,2,2,4,NA,2,2,1,2,2,7,3,9,2,2
204,Seoul,male,38,2,1,3,3,4,4,3,5,3,3,4,4,2,2,2,3,2,4,3,2,2,1,3,2,7,3,2,2,8
205,Seoul,male,21,4,1,2,3,1,3,4,3,4,5,4,5,1,1,3,2,2,5,NA,3,1,1,1,1,6,3,8,1,8
206,Seoul,male,72,NA,1,2,2,2,3,4,4,3,3,3,5,2,2,2,2,NA,NA,NA,1,2,4,3,2,4,2,10,4,5
207,Seoul,female,51,2,3,3,4,NA,3,2,5,5,5,4,NA,3,2,4,2,NA,2,NA,3,2,2,1,1,7,3,2,2,5
208,Seoul,male,54,NA,1,4,NA,2,5,4,5,4,NA,4,2,1,NA,5,3,NA,5,5,5,1,4,4,4,7,1,7,2,8
209,Seoul,female,47,1,1,3,3,4,3,4,4,4,3,4,5,1,2,4,2,1,4,NA,1,2,3,2,2,4,4,9,2,8
210,Seoul,male,48,2,1,4,3,5,5,5,5,4,5,4,4,2,4,4,2,NA,4,4,5,4,2,3,NA,4,2,2,2,8
211,Seoul,female,28,1,1,3,4,4,5,4,3,3,5,4,5,1,5,5,3,3,3,3,4,NA,4,4,4,4,2,10,1,8
212,Seoul,male,45,2,1,3,4,4,4,5,5,3,4,3,3,2,3,4,3,3,4,3,4,NA,1,3,2,7,2,2,2,8
213,Seoul,female,61,NA,1,5,4,4,5,4,3,NA,4,3,3,1,5,3,3,NA,NA,NA,4,NA,4,4,3,4,3,9,2,1
214,Seoul,female,49,5,1,5,4,4,4,5,5,4,4,4,5,1,NA,5,3,4,5,5,5,NA,4,5,4,4,3,9,2,2
215,Seoul,male,55,2,2,4,5,4,4,5,5,4,2,4,3,2,3,4,3,5,4,3,4,NA,3,4,NA,4,2,2,2,8
216,Seoul,female,26,3,1,4,4,5,5,NA,NA,4,5,4,5,1,5,5,4,4,NA,4,4,3,2,5,3,7,2,6,1,8
217,Seoul,female,50,4,1,5,5,5,3,5,5,2,5,4,2,1,5,5,4,2,NA,1,5,2,2,4,4,4,1,5,2,8
218,Seoul,female,60,2,1,4,4,3,3,NA,3,2,1,2,2,3,1,2,1,2,3,2,1,NA,2,2,2,4,3,9,2,8
219,Seoul,female,20,1,3,2,4,4,3,2,2,1,1,3,2,1,2,4,1,1,5,5,1,4,1,1,1,6,4,8,1,2
220,Seoul,female,48,2,1,5,5,4,3,5,NA,3,1,2,4,4,1,5,1,2,5,5,5,2,3,1,1,7,4,9,2,5
221,Seoul,male,59,1,1,2,2,NA,3,NA,3,2,1,3,2,1,1,1,2,NA,2,1,4,3,1,1,2,7,4,10,2,8
222,Seoul,female,54,2,1,2,3,4,4,4,4,3,2,4,5,1,1,2,2,1,5,NA,2,NA,3,2,NA,4,3,9,2,2
223,Seoul,female,47,4,2,2,3,2,4,3,3,3,4,4,4,2,2,3,2,3,3,NA,3,3,3,3,2,7,3,9,2,1
224,Seoul,male,72,NA,2,3,4,NA,2,NA,2,3,4,4,4,2,2,4,4,3,NA,2,4,NA,4,3,3,4,2,10,2,5
225,Seoul,male,21,3,2,2,3,2,NA,NA,NA,3,3,3,3,2,2,3,2,2,NA,NA,3,3,1,3,2,6,4,8,1,8
226,Seoul,female,48,4,2,2,3,2,3,4,4,4,4,4,4,2,3,2,4,3,3,4,3,3,2,3,2,7,4,9,2,5
227,Seoul,female,39,2,2,2,3,2,3,3,3,3,4,4,3,2,3,3,2,2,3,3,2,3,2,3,2,7,4,6,2,8
228,Seoul,male,49,4,2,3,4,2,5,4,5,5,3,3,2,2,3,4,2,4,2,4,2,NA,2,4,4,4,1,10,2,8
229,Seoul,male,37,3,2,2,3,4,4,4,NA,4,4,4,3,3,2,3,2,2,3,3,4,4,2,3,2,7,3,6,2,8
230,Seoul,female,65,NA,2,2,2,4,4,NA,4,3,4,3,4,2,2,2,2,NA,NA,4,2,3,3,3,3,7,2,9,4,1
231,Seoul,male,52,2,2,2,3,2,4,4,4,3,4,4,4,3,3,4,4,3,NA,4,2,4,3,3,3,4,2,2,2,2
232,Seoul,female,58,4,2,4,4,4,4,NA,4,4,4,4,3,2,2,3,3,3,NA,NA,3,3,3,3,3,3,3,9,2,5
233,Seoul,female,31,3,2,3,4,3,4,NA,3,4,4,4,4,2,3,3,2,2,3,4,4,3,3,3,2,7,3,9,2,8
234,Seoul,female,49,4,2,2,3,3,4,3,4,4,4,4,3,3,2,3,2,2,3,3,3,3,2,3,2,7,3,9,2,5
235,Seoul,female,70,NA,2,3,3,NA,4,NA,4,4,4,4,2,3,2,3,2,3,NA,NA,3,3,4,2,3,2,3,9,4,5
236,Seoul,male,42,2,2,2,3,3,4,4,4,4,4,4,3,2,2,3,2,3,3,3,3,3,3,3,2,7,4,2,2,1
237,Seoul,male,45,2,2,2,2,2,3,3,3,3,3,4,3,2,2,3,2,3,3,4,4,3,3,3,2,7,4,6,2,5
238,Seoul,female,21,2,2,2,3,3,3,NA,NA,3,3,3,4,2,2,3,2,2,3,3,3,3,1,2,2,6,4,8,1,NA
239,Seoul,male,70,2,2,2,4,2,3,2,4,3,2,2,2,2,2,3,2,2,3,2,3,3,2,2,3,7,4,2,2,5
240,Seoul,male,22,2,3,2,3,3,NA,NA,NA,4,3,3,3,2,2,3,2,1,NA,4,3,3,1,3,2,6,4,8,1,8
241,Seoul,female,49,2,3,2,3,2,3,3,3,3,4,4,4,2,2,2,2,2,3,4,2,2,2,2,2,7,4,2,2,5
242,Seoul,male,55,3,2,2,2,2,3,3,3,3,4,3,3,2,2,3,2,2,2,3,3,3,2,2,2,7,4,2,2,8
243,Seoul,male,71,4,3,3,3,3,4,NA,4,4,4,4,3,2,2,3,3,2,3,3,4,NA,3,3,2,7,3,10,2,5
244,Seoul,female,32,4,3,3,4,3,4,4,4,4,3,3,4,2,2,3,3,2,3,3,4,NA,2,2,2,7,3,9,2,8
245,Seoul,female,48,4,3,4,4,4,4,4,4,4,3,3,3,2,1,4,3,2,3,3,4,3,3,3,2,4,3,9,2,1
246,Seoul,male,75,4,3,4,5,5,5,NA,5,3,3,2,2,NA,1,5,5,3,2,4,2,4,3,3,2,4,3,10,4,8
247,Seoul,male,67,2,4,2,4,2,4,4,4,3,4,4,2,4,1,4,2,1,2,NA,4,2,2,2,2,4,2,10,2,2
248,Seoul,male,78,4,2,3,3,3,4,NA,4,3,3,3,3,2,2,3,3,3,3,3,2,2,3,2,3,3,2,10,4,8
249,Seoul,male,78,4,2,4,4,3,4,3,NA,4,2,2,3,2,2,2,3,NA,2,3,2,2,2,2,2,3,3,10,2,5
250,Seoul,male,69,NA,2,2,2,3,4,4,4,4,4,4,4,2,2,2,3,NA,4,4,3,4,2,3,3,3,3,NA,2,2
251,Seoul,male,45,2,2,2,3,4,4,4,4,4,3,4,5,2,5,3,4,3,4,4,2,1,2,2,2,7,3,2,2,2
252,Seoul,male,23,NA,3,2,2,2,NA,NA,4,3,2,2,4,2,2,2,2,2,4,4,2,NA,4,3,3,4,2,7,1,2
253,Seoul,male,37,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,4,5,4,2,4,1,1,1,7,3,3,2,8
254,Seoul,male,49,NA,2,2,4,3,3,3,4,3,3,4,3,2,2,3,2,2,3,2,3,3,1,3,3,7,3,2,2,5
255,Seoul,female,25,1,1,2,4,2,4,4,4,3,4,4,4,2,2,2,3,NA,NA,NA,2,3,1,3,1,7,3,NA,1,8
256,Seoul,male,54,2,2,2,NA,2,4,4,4,2,4,4,4,2,2,2,2,NA,2,NA,2,2,4,3,2,4,3,10,2,2
257,Seoul,male,21,2,3,2,3,2,3,3,2,3,2,3,3,2,1,3,3,2,2,2,3,2,2,3,2,6,3,8,1,8
258,Seoul,female,44,3,2,2,4,3,3,4,4,2,2,2,4,2,2,4,2,2,NA,NA,4,3,2,3,2,7,4,9,2,8
259,Seoul,male,70,NA,2,4,2,2,4,4,4,2,4,4,4,4,2,2,2,NA,2,2,2,2,3,2,2,7,3,10,2,8
260,Seoul,male,53,2,2,2,4,2,4,4,4,2,4,4,4,2,2,2,2,NA,4,4,2,4,2,3,4,3,2,4,2,5
261,Seoul,female,39,2,2,4,2,4,4,4,NA,4,4,4,4,2,2,4,2,2,NA,4,2,4,3,3,3,4,3,9,2,2
262,Seoul,female,25,2,3,4,3,2,2,3,4,4,4,4,4,2,3,4,3,NA,NA,NA,3,2,1,2,2,6,3,8,1,5
263,Seoul,female,49,NA,3,2,4,2,3,4,4,3,4,4,4,2,3,4,4,2,NA,2,4,4,3,3,3,4,3,9,2,5
264,Seoul,female,59,NA,2,4,2,2,NA,NA,NA,2,4,2,4,4,2,NA,NA,NA,2,2,2,4,2,2,2,4,4,2,2,5
265,Seoul,female,69,NA,2,4,4,4,4,4,4,NA,4,4,4,2,4,NA,4,NA,NA,NA,4,4,2,3,3,1,1,10,4,8
266,Seoul,male,22,NA,2,2,4,4,4,4,4,4,4,4,2,2,NA,2,2,2,NA,4,4,2,1,3,3,6,3,8,1,2
267,Seoul,female,49,2,2,2,2,3,NA,NA,4,4,4,4,4,2,3,4,4,2,4,4,4,4,1,1,1,4,3,7,2,8
268,Seoul,female,49,NA,2,5,4,5,4,5,5,NA,4,5,4,2,4,4,5,NA,5,4,2,4,3,4,5,4,1,2,2,8
269,Seoul,female,36,3,2,2,2,NA,2,NA,NA,3,4,2,2,2,2,2,3,3,3,3,3,2,3,3,3,7,3,9,2,8
270,Seoul,male,67,NA,3,NA,4,2,2,4,4,4,4,4,2,NA,2,2,2,NA,2,2,2,2,5,3,3,4,1,10,2,2
271,Seoul,female,61,NA,2,2,4,NA,4,4,2,3,4,4,5,2,2,2,2,NA,NA,NA,2,2,4,3,2,2,3,9,4,5
272,Seoul,female,72,NA,2,NA,4,4,4,4,4,4,4,4,4,2,2,4,NA,NA,NA,NA,4,4,4,2,4,2,1,10,2,8
273,Seoul,female,59,NA,2,2,4,NA,4,4,2,2,4,4,4,3,2,2,NA,NA,2,4,2,4,3,3,2,2,3,NA,2,8
274,Seoul,female,49,2,2,2,2,4,3,2,NA,4,4,4,4,2,2,2,2,2,2,4,2,2,2,3,2,4,3,9,2,1
275,Seoul,male,44,5,2,2,4,2,4,4,4,4,4,4,4,2,2,4,3,4,4,4,4,4,3,4,4,2,1,10,3,8
276,Seoul,female,35,3,1,2,3,4,3,4,4,4,4,3,5,1,3,4,2,1,3,4,4,3,2,2,2,7,4,9,2,2
277,Seoul,female,51,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,NA,4,2,2,1,1,1,3,3,9,2,5
278,Seoul,male,60,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,NA,4,4,2,2,4,3,3,3,2,10,2,2
279,Seoul,female,42,3,2,3,3,4,4,3,4,4,4,4,3,1,3,4,4,3,4,2,3,3,2,3,2,4,3,9,2,8
280,Seoul,male,28,1,1,2,4,2,4,4,3,4,2,3,2,1,1,2,2,2,NA,4,4,2,3,2,2,6,3,8,1,2
281,Seoul,female,60,2,3,2,2,4,3,4,4,4,2,4,4,3,2,4,4,2,4,3,4,4,4,3,2,3,4,10,3,1
282,Seoul,female,33,2,2,2,2,2,2,3,4,3,4,4,4,1,3,4,2,2,4,NA,4,4,2,2,2,7,2,3,1,2
283,Seoul,female,79,5,2,4,4,4,5,5,5,5,2,2,4,1,2,4,2,5,NA,NA,2,5,4,2,2,2,1,9,2,2
284,Seoul,male,59,NA,2,NA,NA,NA,5,5,5,5,4,4,4,1,2,4,NA,NA,4,4,4,NA,3,4,4,3,1,10,2,8
285,Seoul,male,23,1,1,1,1,2,NA,NA,3,NA,3,3,3,2,2,4,3,2,3,NA,4,4,1,3,2,6,3,8,1,2
286,Seoul,female,48,2,4,2,4,4,4,4,4,3,3,2,2,1,2,4,2,1,4,4,4,4,2,2,2,4,4,9,2,8
287,Seoul,female,59,NA,2,4,NA,3,4,4,5,4,4,4,NA,1,NA,5,4,NA,NA,NA,4,4,3,4,3,1,2,2,2,5
288,Seoul,female,59,2,2,2,1,1,2,2,1,2,2,2,4,3,1,2,2,1,4,4,2,2,1,1,1,4,3,9,2,5
289,Seoul,male,53,2,2,4,2,2,NA,4,4,2,2,2,4,1,1,4,2,2,NA,NA,4,NA,3,4,4,7,2,10,2,8
290,Seoul,female,58,4,2,4,4,4,4,4,4,5,4,2,4,1,2,4,4,4,4,2,4,4,2,3,2,3,4,9,2,8
291,Seoul,female,49,1,2,1,2,2,5,4,5,4,4,4,5,1,2,4,4,2,4,4,4,4,5,2,2,7,4,9,2,8
292,Seoul,female,30,2,3,1,3,4,5,5,4,3,4,4,4,3,1,3,3,2,3,NA,4,2,1,2,3,7,3,3,2,8
293,Seoul,female,48,3,2,2,2,2,3,NA,2,NA,4,5,5,1,2,4,2,2,NA,NA,5,3,2,3,2,7,4,3,2,1
294,Seoul,male,63,2,2,2,4,2,4,2,4,4,2,4,4,1,2,4,3,2,2,NA,4,2,1,2,2,NA,3,10,2,8
295,Seoul,female,33,2,2,2,3,NA,4,3,4,3,4,4,4,1,4,4,3,2,NA,NA,5,NA,2,3,4,4,3,3,2,8
296,Seoul,female,65,NA,2,4,4,4,4,4,2,NA,4,4,4,1,4,4,3,NA,NA,NA,5,NA,3,2,2,7,3,2,2,1
297,Seoul,female,24,2,2,4,2,2,2,2,2,4,4,4,4,2,2,4,2,2,NA,NA,5,2,2,2,2,4,4,9,2,8
298,Seoul,female,52,2,2,2,2,2,4,4,NA,4,4,4,5,2,2,2,4,2,NA,4,2,2,3,3,2,3,3,9,2,5
299,Seoul,female,58,2,2,2,5,5,4,5,5,5,4,4,5,4,2,4,2,NA,5,NA,4,NA,3,3,2,4,3,9,2,5
300,Seoul,male,20,3,2,2,4,3,NA,5,4,4,2,2,5,4,1,4,3,3,3,3,4,2,1,2,1,6,3,8,1,1
301,Seoul,male,23,4,1,2,4,4,5,3,4,3,5,4,5,1,1,4,4,2,4,4,4,2,2,4,2,6,3,8,1,5
302,Seoul,female,39,3,2,3,2,4,5,4,4,4,4,5,4,3,4,4,3,NA,NA,4,2,NA,2,4,2,7,3,3,2,1
303,Seoul,male,65,NA,1,2,NA,2,NA,NA,4,2,2,2,2,1,1,5,2,2,NA,NA,1,2,2,2,2,4,2,10,2,5
304,Seoul,female,73,5,NA,NA,NA,NA,5,NA,5,5,4,4,NA,1,NA,5,NA,NA,NA,NA,5,5,4,NA,4,1,1,10,4,5
305,Seoul,female,21,2,2,2,4,3,4,4,4,4,3,4,4,2,2,4,3,3,3,4,4,3,3,3,3,6,3,8,1,2
306,Seoul,male,37,2,2,2,5,4,4,4,4,5,3,4,4,3,2,4,2,2,5,5,5,3,2,3,2,7,3,3,2,8
307,Seoul,female,40,2,4,2,3,2,3,2,4,3,4,4,4,1,1,5,2,2,3,3,5,4,2,3,3,7,2,2,2,8
308,Seoul,female,45,2,1,3,4,4,4,4,4,4,4,5,4,1,4,4,4,5,4,4,4,4,1,5,3,4,4,7,2,2
309,Seoul,female,49,1,4,2,3,3,3,2,3,2,4,4,4,2,2,2,2,1,4,4,4,1,2,3,1,4,3,9,2,2
310,Seoul,female,44,1,2,4,4,3,3,4,3,3,4,4,4,1,2,4,2,2,2,4,4,4,2,3,3,7,3,6,2,5
311,Seoul,male,49,1,1,3,3,4,3,3,2,3,4,4,4,1,4,4,2,3,3,2,4,2,1,2,1,7,4,3,2,8
312,Seoul,female,35,2,4,4,4,5,4,5,4,4,4,3,4,1,1,4,4,2,4,5,4,4,2,2,2,7,4,9,2,8
313,Seoul,female,35,2,1,4,4,4,3,4,3,3,4,5,5,1,4,4,3,4,4,3,3,4,2,3,2,6,3,9,2,8
314,Seoul,female,35,2,2,2,3,2,3,4,4,3,3,3,4,1,3,2,2,2,4,4,3,2,2,3,2,7,3,9,2,8
315,Seoul,male,57,4,1,2,3,2,4,4,4,3,4,2,5,1,2,4,3,2,4,4,5,3,2,5,2,2,3,2,2,8
316,Seoul,female,64,3,1,3,2,2,3,3,3,3,2,2,4,1,3,4,4,3,3,3,3,2,4,4,4,2,2,9,2,2
317,Seoul,male,56,1,1,1,2,2,2,3,4,3,2,3,5,1,1,4,2,2,3,3,2,3,2,3,3,4,1,4,2,8
318,Seoul,female,41,2,1,1,2,1,3,2,2,2,4,4,3,3,1,2,2,2,2,3,4,1,3,1,1,7,4,9,2,8
319,Seoul,female,52,2,2,2,3,2,3,3,3,2,2,3,5,1,1,4,1,2,3,4,2,1,2,3,3,7,4,9,2,1
320,Seoul,female,36,3,1,3,3,2,4,4,4,4,1,2,4,1,3,5,3,2,3,4,5,4,3,2,3,7,3,3,1,8
321,Seoul,male,78,2,1,2,2,2,3,2,5,3,4,4,4,1,2,4,4,3,3,3,5,3,4,2,3,3,2,10,2,2
322,Seoul,female,62,2,1,2,3,4,4,4,4,3,4,4,2,4,2,3,4,4,4,4,4,3,2,2,3,3,3,9,4,2
323,Seoul,male,33,1,1,2,2,2,3,4,4,3,4,4,5,2,1,2,2,3,3,4,3,4,1,2,1,4,3,2,2,8
324,Seoul,male,50,3,2,3,4,4,3,4,4,4,3,3,4,2,2,3,2,3,4,4,3,4,3,3,3,7,3,3,2,2
325,Seoul,female,20,2,1,2,2,2,3,4,4,3,4,4,4,4,3,4,4,2,4,3,4,4,2,2,2,6,3,8,1,1
326,Seoul,female,44,2,2,4,4,2,4,2,4,4,5,5,5,2,1,NA,2,2,NA,NA,4,NA,1,NA,2,4,3,2,2,5
327,Seoul,female,43,NA,3,2,3,3,4,4,4,4,5,5,5,2,1,3,2,2,4,4,3,4,1,4,3,4,3,9,2,2
328,Seoul,male,59,2,1,2,2,3,4,4,4,3,4,5,5,2,2,4,3,4,3,4,4,4,2,2,2,4,3,2,2,5
329,Seoul,male,53,2,1,2,2,1,3,4,3,4,4,4,4,3,4,4,3,2,5,NA,2,NA,1,2,3,7,3,6,2,8
330,Seoul,male,27,4,1,2,2,3,4,4,3,4,4,5,NA,2,2,NA,2,1,NA,NA,3,NA,1,NA,1,7,3,3,1,8
331,Seoul,male,41,3,1,2,2,4,4,5,5,3,5,5,NA,2,2,4,2,NA,NA,NA,4,2,1,4,3,7,3,2,2,1
332,Seoul,female,32,3,2,4,4,5,4,4,4,5,5,5,5,2,1,2,3,4,4,3,4,4,1,4,2,6,3,8,1,1
333,Seoul,male,57,3,2,2,2,4,4,4,4,5,4,4,5,2,1,2,2,2,4,3,4,4,1,NA,3,4,3,2,2,8
334,Seoul,male,48,3,3,4,4,3,4,5,5,5,4,4,3,2,2,NA,NA,3,5,5,3,4,1,NA,3,4,3,6,2,5
335,Seoul,female,40,4,2,2,3,3,4,4,5,4,3,5,5,2,2,3,4,3,4,3,4,5,2,5,3,4,3,9,2,5
336,Seoul,male,27,2,1,2,2,3,4,4,4,3,4,4,5,2,3,2,2,1,3,4,1,1,1,3,2,7,3,3,1,8
337,Seoul,female,37,3,1,3,3,4,4,4,5,4,4,4,5,2,4,2,2,2,4,3,2,3,2,NA,3,3,3,9,2,1
338,Seoul,female,60,4,2,2,3,3,4,4,5,5,4,4,5,2,2,3,2,3,4,4,2,2,1,NA,2,4,4,9,2,1
339,Seoul,female,70,3,2,3,3,4,4,4,4,3,4,4,5,2,2,1,2,NA,5,NA,1,2,3,4,3,2,3,9,4,8
340,Seoul,female,24,2,2,3,3,4,3,4,5,3,4,4,3,2,2,NA,2,5,5,5,3,4,2,NA,2,6,4,8,1,8
341,Seoul,male,32,3,2,2,3,3,4,NA,5,NA,5,5,4,2,1,2,1,1,NA,NA,3,NA,1,NA,3,7,4,3,1,8
342,Seoul,male,23,3,2,2,2,3,2,4,4,3,4,4,4,3,2,2,2,2,3,3,4,3,2,2,3,6,3,8,1,2
343,Seoul,female,53,3,2,2,3,2,4,4,4,3,4,4,4,2,2,2,2,3,4,4,2,2,1,NA,2,3,3,9,2,5
344,Seoul,male,39,3,2,3,4,3,3,4,4,4,4,5,5,NA,2,2,3,3,2,5,5,3,2,2,2,7,4,9,2,8
345,Seoul,female,21,2,1,2,3,4,4,4,5,4,5,5,4,2,5,5,2,2,3,5,2,2,3,3,3,6,3,8,1,2
346,Seoul,male,34,2,1,2,2,4,4,3,4,3,5,5,5,2,2,3,2,1,NA,NA,2,2,3,3,3,7,3,6,1,8
347,Seoul,female,24,5,1,3,4,4,5,5,4,4,5,4,3,2,2,4,2,2,3,3,3,3,2,2,2,6,3,8,2,2
348,Seoul,male,37,5,2,4,4,3,4,4,4,3,4,4,5,2,2,NA,2,1,NA,NA,NA,NA,3,NA,3,7,3,3,2,8
349,Seoul,female,44,3,1,NA,2,2,3,3,5,4,5,5,4,2,1,4,3,NA,3,3,5,4,2,2,2,7,4,9,2,2
350,Seoul,male,30,4,2,3,2,4,4,4,5,4,4,4,5,2,2,NA,2,1,4,NA,NA,5,3,NA,2,6,3,8,1,8
351,Seoul,male,71,3,2,2,3,3,3,4,5,4,4,4,NA,2,2,4,2,NA,4,4,5,3,2,3,3,4,3,10,4,5
352,Seoul,male,59,4,2,3,3,4,5,4,4,5,4,4,3,2,2,3,2,2,3,4,3,3,2,2,2,4,3,2,2,8
353,Seoul,female,29,3,2,3,3,4,3,4,4,3,4,4,4,4,3,2,3,3,4,3,3,3,3,3,1,6,3,8,1,1
354,Seoul,male,31,5,1,5,5,NA,3,4,3,4,4,5,3,2,2,3,2,2,3,2,3,3,3,5,3,7,4,3,2,8
355,Seoul,female,40,3,2,2,3,2,2,3,3,4,3,4,4,3,3,4,3,2,4,3,5,NA,2,5,3,3,3,9,2,2
356,Seoul,female,43,3,2,3,3,3,4,4,4,4,4,4,4,2,1,3,2,3,3,4,3,3,3,4,2,4,4,9,2,8
357,Seoul,male,43,4,1,4,5,4,5,5,5,4,5,5,5,3,3,4,3,3,4,4,4,4,2,2,2,4,3,5,2,2
358,Seoul,female,27,3,3,2,3,4,4,5,4,5,4,3,3,4,4,3,4,4,4,5,5,NA,3,NA,3,4,3,9,2,8
359,Seoul,female,59,4,4,3,4,5,5,4,4,4,5,4,4,4,2,3,3,4,3,4,4,4,3,NA,3,3,3,9,2,2
360,Seoul,female,61,1,1,1,2,1,2,1,4,4,4,5,5,1,1,3,3,3,3,3,3,3,3,2,5,4,3,2,2,2
361,Seoul,female,62,4,2,3,3,3,4,4,4,5,3,4,4,4,2,3,4,3,4,3,4,4,2,3,2,3,3,9,2,5
362,Seoul,male,20,2,2,3,2,3,4,4,3,4,4,4,3,2,2,2,3,2,2,3,3,3,3,3,3,6,3,8,1,8
363,Seoul,male,34,3,3,4,4,3,4,4,4,3,4,4,3,2,1,2,2,3,4,3,4,4,2,NA,3,7,3,5,1,8
364,Seoul,male,39,2,2,3,4,3,4,4,4,4,5,5,4,4,2,3,3,4,4,4,4,4,2,2,2,7,3,3,2,5
365,Seoul,male,23,3,2,2,2,2,4,4,4,3,4,4,4,2,4,4,2,2,3,3,2,3,2,2,3,6,3,8,1,2
366,Seoul,male,32,2,2,3,2,2,3,4,4,3,4,4,4,2,3,4,3,2,3,3,2,3,1,2,2,6,3,8,1,2
367,Seoul,male,35,2,2,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,7,3,6,2,2
368,Seoul,male,26,2,2,3,3,3,3,3,4,3,3,2,3,4,3,3,3,2,3,3,3,4,2,2,2,6,3,8,1,2
369,Seoul,male,68,4,3,4,3,3,4,4,4,4,4,4,4,2,3,3,3,4,4,NA,4,4,4,3,3,3,2,10,4,8
370,Seoul,female,51,4,1,3,3,1,3,3,3,3,2,3,2,2,2,3,3,2,3,3,4,3,3,3,3,7,3,9,2,8
371,Seoul,female,29,2,2,3,3,2,3,3,3,3,2,3,3,4,3,3,4,3,3,4,4,4,2,2,3,7,3,6,1,8
372,Seoul,male,20,2,1,2,3,2,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,1,2,3,6,4,8,1,2
373,Seoul,female,22,2,2,3,3,2,3,3,3,3,4,3,3,2,2,3,3,3,4,3,3,3,3,2,2,6,4,8,1,1
374,Seoul,male,48,3,2,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,2,3,3,7,3,2,2,2
375,Seoul,male,62,4,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,NA,4,3,10,2,8
376,Seoul,male,45,2,2,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,3,3,3,3,2,3,3,7,3,6,2,8
377,Seoul,male,22,2,1,2,3,2,2,3,3,2,2,3,3,3,3,4,3,2,3,3,3,3,2,2,2,6,3,8,1,2
378,Seoul,female,61,5,2,4,4,4,5,4,4,4,3,4,4,NA,4,NA,5,5,4,4,4,4,4,NA,3,3,2,10,2,8
379,Seoul,female,36,3,3,2,3,4,3,3,4,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,3,9,2,2
380,Seoul,female,31,2,1,4,3,3,3,4,3,3,5,3,4,5,4,3,3,2,3,3,3,3,3,3,2,7,4,9,2,1
381,Seoul,male,30,2,2,2,2,3,2,3,2,2,3,2,4,4,4,3,3,4,2,3,3,3,3,3,3,7,3,6,1,8
382,Seoul,male,66,3,3,3,2,3,3,4,3,3,3,2,3,3,3,4,3,3,4,3,4,4,2,2,3,4,2,10,4,8
383,Seoul,male,38,2,2,3,3,3,2,2,3,3,3,4,3,2,2,3,3,3,2,2,3,3,3,2,2,7,3,11,2,8
384,Seoul,female,44,4,4,3,3,4,4,3,3,2,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,4,3,9,2,2
385,Seoul,female,51,3,3,2,3,4,3,3,3,2,3,4,3,3,2,3,3,3,4,4,3,2,3,3,3,7,3,9,2,8
386,Seoul,female,39,2,2,3,3,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,2,3,7,3,9,2,2
387,Seoul,female,59,3,1,4,4,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,4,3,4,3,4,4,3,10,2,5
388,Seoul,female,44,3,3,3,4,4,4,3,3,3,3,3,4,4,3,3,3,2,3,4,3,3,3,3,3,7,3,9,2,2
389,Seoul,male,45,4,2,3,3,2,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,7,4,2,2,8
390,Seoul,male,47,2,2,3,3,4,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,2,3,3,7,3,6,2,2
